"date","day","temp","time","tank","day_tank","pot","treatment","stand_water","individual","line_length","deltaL","datetime","week","labels_datetime","Temperature","ccLabel"
"11/18/2019","D4",40,"15:30","tank1","D4_C1","CNW","control","no","Black",24,0,"11/18/2019 15:30","week4","tank1_control_no_11/18/2019 15:30",19.57780449,"tank1_control_no_Black"
"11/19/2019","D5",40,"15:30","tank4","D5_H1","HW","heating","yes","Black",24,1,"11/19/2019 15:30","week4","tank4_heating_yes_11/19/2019 15:30",30.08870868,"tank4_heating_yes_Black"
"11/19/2019","D5",40,"15:30","tank4","D5_H1","HNW","heating","no","Black",43,-2,"11/19/2019 15:30","week4","tank4_heating_no_11/19/2019 15:30",32.93368637,"tank4_heating_no_Black"
"11/19/2019","D5",40,"15:30","tank3","D5_H2","HW","heating","yes","Black",23,2,"11/19/2019 15:30","week4","tank3_heating_yes_11/19/2019 15:30",31.39783444,"tank3_heating_yes_Black"
"11/19/2019","D5",40,"15:30","tank3","D5_H2","HNW","heating","no","Black",18,-4,"11/19/2019 15:30","week4","tank3_heating_no_11/19/2019 15:30",34.83939535,"tank3_heating_no_Black"
"11/19/2019","D5",40,"15:30","tank2","D5_C2","CW","control","yes","Black",24,2,"11/19/2019 15:30","week4","tank2_control_yes_11/19/2019 15:30",20.63003397,"tank2_control_yes_Black"
"11/19/2019","D5",40,"15:30","tank2","D5_C2","CNW","control","no","Black",23,-2,"11/19/2019 15:30","week4","tank2_control_no_11/19/2019 15:30",21.06736369,"tank2_control_no_Black"
"11/19/2019","D5",40,"15:30","tank1","D5_C1","CW","control","yes","Black",30,1,"11/19/2019 15:30","week4","tank1_control_yes_11/19/2019 15:30",20.16555792,"tank1_control_yes_Black"
"11/19/2019","D5",40,"15:30","tank1","D5_C1","CNW","control","no","Black",24,0,"11/19/2019 15:30","week4","tank1_control_no_11/19/2019 15:30",19.74095992,"tank1_control_no_Black"
"11/15/2019","D1",40,"15:30","tank4","D1_H1","HW","heating","yes","White",222,2,"11/15/2019 15:30","week4","tank4_heating_yes_11/15/2019 15:30",28.22458801,"tank4_heating_yes_White"
"11/15/2019","D1",40,"15:30","tank4","D1_H1","HNW","heating","no","White",222,-1,"11/15/2019 15:30","week4","tank4_heating_no_11/15/2019 15:30",32.23276759,"tank4_heating_no_White"
"11/15/2019","D1",40,"15:30","tank3","D1_H2","HW","heating","yes","White",244,8,"11/15/2019 15:30","week4","tank3_heating_yes_11/15/2019 15:30",30.89739193,"tank3_heating_yes_White"
"11/15/2019","D1",40,"15:30","tank3","D1_H2","HNW","heating","no","White",227,-3,"11/15/2019 15:30","week4","tank3_heating_no_11/15/2019 15:30",34.62807399,"tank3_heating_no_White"
"11/15/2019","D1",40,"15:30","tank2","D1_C2","CW","control","yes","White",225,2,"11/15/2019 15:30","week4","tank2_control_yes_11/15/2019 15:30",19.71639551,"tank2_control_yes_White"
"11/15/2019","D1",40,"15:30","tank2","D1_C2","CNW","control","no","White",230,1,"11/15/2019 15:30","week4","tank2_control_no_11/15/2019 15:30",21.93519331,"tank2_control_no_White"
"11/15/2019","D1",40,"15:30","tank1","D1_C1","CW","control","yes","White",225,5,"11/15/2019 15:30","week4","tank1_control_yes_11/15/2019 15:30",19.20391397,"tank1_control_yes_White"
"11/15/2019","D1",40,"15:30","tank1","D1_C1","CNW","control","no","White",230,3,"11/15/2019 15:30","week4","tank1_control_no_11/15/2019 15:30",19.31867528,"tank1_control_no_White"
"11/16/2019","D2",40,"15:30","tank4","D2_H1","HW","heating","yes","White",222,1,"11/16/2019 15:30","week4","tank4_heating_yes_11/16/2019 15:30",28.85240067,"tank4_heating_yes_White"
"11/16/2019","D2",40,"15:30","tank4","D2_H1","HNW","heating","no","White",221,-2,"11/16/2019 15:30","week4","tank4_heating_no_11/16/2019 15:30",32.82806847,"tank4_heating_no_White"
"11/16/2019","D2",40,"15:30","tank3","D2_H2","HW","heating","yes","White",229,0,"11/16/2019 15:30","week4","tank3_heating_yes_11/16/2019 15:30",30.81077689,"tank3_heating_yes_White"
"11/16/2019","D2",40,"15:30","tank3","D2_H2","HNW","heating","no","White",229,-2,"11/16/2019 15:30","week4","tank3_heating_no_11/16/2019 15:30",33.08158586,"tank3_heating_no_White"
"11/16/2019","D2",40,"15:30","tank2","D2_C2","CW","control","yes","White",226,0,"11/16/2019 15:30","week4","tank2_control_yes_11/16/2019 15:30",20.22181253,"tank2_control_yes_White"
"11/16/2019","D2",40,"15:30","tank2","D2_C2","CNW","control","no","White",228,0,"11/16/2019 15:30","week4","tank2_control_no_11/16/2019 15:30",21.1637892,"tank2_control_no_White"
"11/16/2019","D2",40,"15:30","tank1","D2_C1","CW","control","yes","White",223,3,"11/16/2019 15:30","week4","tank1_control_yes_11/16/2019 15:30",19.62703731,"tank1_control_yes_White"
"11/16/2019","D2",40,"15:30","tank1","D2_C1","CNW","control","no","White",229,1,"11/16/2019 15:30","week4","tank1_control_no_11/16/2019 15:30",19.57780449,"tank1_control_no_White"
"11/17/2019","D3",40,"15:30","tank4","D3_H1","HW","heating","yes","White",222,0,"11/17/2019 15:30","week4","tank4_heating_yes_11/17/2019 15:30",28.85240067,"tank4_heating_yes_White"
"11/17/2019","D3",40,"15:30","tank4","D3_H1","HNW","heating","no","White",225,-3,"11/17/2019 15:30","week4","tank4_heating_no_11/17/2019 15:30",32.82806847,"tank4_heating_no_White"
"11/17/2019","D3",40,"15:30","tank3","D3_H2","HW","heating","yes","White",230,1,"11/17/2019 15:30","week4","tank3_heating_yes_11/17/2019 15:30",30.81077689,"tank3_heating_yes_White"
"11/17/2019","D3",40,"15:30","tank3","D3_H2","HNW","heating","no","White",227,-2,"11/17/2019 15:30","week4","tank3_heating_no_11/17/2019 15:30",33.08158586,"tank3_heating_no_White"
"11/17/2019","D3",40,"15:30","tank2","D3_C2","CW","control","yes","White",227,0,"11/17/2019 15:30","week4","tank2_control_yes_11/17/2019 15:30",20.22181253,"tank2_control_yes_White"
"11/17/2019","D3",40,"15:30","tank2","D3_C2","CNW","control","no","White",228,0,"11/17/2019 15:30","week4","tank2_control_no_11/17/2019 15:30",21.1637892,"tank2_control_no_White"
"11/17/2019","D3",40,"15:30","tank1","D3_C1","CW","control","yes","White",221,1,"11/17/2019 15:30","week4","tank1_control_yes_11/17/2019 15:30",19.62703731,"tank1_control_yes_White"
"11/17/2019","D3",40,"15:30","tank1","D3_C1","CNW","control","no","White",230,1,"11/17/2019 15:30","week4","tank1_control_no_11/17/2019 15:30",19.57780449,"tank1_control_no_White"
"11/18/2019","D4",40,"15:30","tank4","D4_H1","HW","heating","yes","White",23,2,"11/18/2019 15:30","week4","tank4_heating_yes_11/18/2019 15:30",28.85240067,"tank4_heating_yes_White"
"11/18/2019","D4",40,"15:30","tank4","D4_H1","HNW","heating","no","White",50,0,"11/18/2019 15:30","week4","tank4_heating_no_11/18/2019 15:30",32.82806847,"tank4_heating_no_White"
"11/18/2019","D4",40,"15:30","tank3","D4_H2","HW","heating","yes","White",40,9,"11/18/2019 15:30","week4","tank3_heating_yes_11/18/2019 15:30",30.81077689,"tank3_heating_yes_White"
"11/18/2019","D4",40,"15:30","tank3","D4_H2","HNW","heating","no","White",28,-2,"11/18/2019 15:30","week4","tank3_heating_no_11/18/2019 15:30",33.08158586,"tank3_heating_no_White"
"11/18/2019","D4",40,"15:30","tank2","D4_C2","CW","control","yes","White",25,-2,"11/18/2019 15:30","week4","tank2_control_yes_11/18/2019 15:30",20.22181253,"tank2_control_yes_White"
"11/18/2019","D4",40,"15:30","tank2","D4_C2","CNW","control","no","White",28,1,"11/18/2019 15:30","week4","tank2_control_no_11/18/2019 15:30",21.1637892,"tank2_control_no_White"
"11/18/2019","D4",40,"15:30","tank1","D4_C1","CW","control","yes","White",23,3,"11/18/2019 15:30","week4","tank1_control_yes_11/18/2019 15:30",19.62703731,"tank1_control_yes_White"
"11/18/2019","D4",40,"15:30","tank1","D4_C1","CNW","control","no","White",28,0,"11/18/2019 15:30","week4","tank1_control_no_11/18/2019 15:30",19.57780449,"tank1_control_no_White"
"11/19/2019","D5",40,"15:30","tank4","D5_H1","HW","heating","yes","White",23,2,"11/19/2019 15:30","week4","tank4_heating_yes_11/19/2019 15:30",30.08870868,"tank4_heating_yes_White"
"11/19/2019","D5",40,"15:30","tank4","D5_H1","HNW","heating","no","White",38,-5,"11/19/2019 15:30","week4","tank4_heating_no_11/19/2019 15:30",32.93368637,"tank4_heating_no_White"
"11/19/2019","D5",40,"15:30","tank3","D5_H2","HW","heating","yes","White",33,7,"11/19/2019 15:30","week4","tank3_heating_yes_11/19/2019 15:30",31.39783444,"tank3_heating_yes_White"
"11/19/2019","D5",40,"15:30","tank3","D5_H2","HNW","heating","no","White",26,-2,"11/19/2019 15:30","week4","tank3_heating_no_11/19/2019 15:30",34.83939535,"tank3_heating_no_White"
"11/19/2019","D5",40,"15:30","tank2","D5_C2","CW","control","yes","White",23,0,"11/19/2019 15:30","week4","tank2_control_yes_11/19/2019 15:30",20.63003397,"tank2_control_yes_White"
"11/19/2019","D5",40,"15:30","tank2","D5_C2","CNW","control","no","White",28,1,"11/19/2019 15:30","week4","tank2_control_no_11/19/2019 15:30",21.06736369,"tank2_control_no_White"
"11/19/2019","D5",40,"15:30","tank1","D5_C1","CW","control","yes","White",19,3,"11/19/2019 15:30","week4","tank1_control_yes_11/19/2019 15:30",20.16555792,"tank1_control_yes_White"
"11/19/2019","D5",40,"15:30","tank1","D5_C1","CNW","control","no","White",30,-3,"11/19/2019 15:30","week4","tank1_control_no_11/19/2019 15:30",19.74095992,"tank1_control_no_White"
"11/15/2019","D1",40,"17:30","tank4","D1_H1","HW","heating","yes","Red",226,1,"11/15/2019 17:30","week4","tank4_heating_yes_11/15/2019 17:30",21.09649965,"tank4_heating_yes_Red"
"11/15/2019","D1",40,"17:30","tank4","D1_H1","HNW","heating","no","Red",246,5,"11/15/2019 17:30","week4","tank4_heating_no_11/15/2019 17:30",20.97966059,"tank4_heating_no_Red"
"11/15/2019","D1",40,"17:30","tank3","D1_H2","HW","heating","yes","Red",224,-6,"11/15/2019 17:30","week4","tank3_heating_yes_11/15/2019 17:30",22.697834,"tank3_heating_yes_Red"
"11/15/2019","D1",40,"17:30","tank3","D1_H2","HNW","heating","no","Red",230,0,"11/15/2019 17:30","week4","tank3_heating_no_11/15/2019 17:30",21.13232354,"tank3_heating_no_Red"
"11/15/2019","D1",40,"17:30","tank2","D1_C2","CW","control","yes","Red",226,1,"11/15/2019 17:30","week4","tank2_control_yes_11/15/2019 17:30",19.25957628,"tank2_control_yes_Red"
"11/15/2019","D1",40,"17:30","tank2","D1_C2","CNW","control","no","Red",228,1,"11/15/2019 17:30","week4","tank2_control_no_11/15/2019 17:30",19.24492149,"tank2_control_no_Red"
"11/15/2019","D1",40,"17:30","tank1","D1_C1","CW","control","yes","Red",229,0,"11/15/2019 17:30","week4","tank1_control_yes_11/15/2019 17:30",18.85772214,"tank1_control_yes_Red"
"11/15/2019","D1",40,"17:30","tank1","D1_C1","CNW","control","no","Red",225,-1,"11/15/2019 17:30","week4","tank1_control_no_11/15/2019 17:30",18.36853483,"tank1_control_no_Red"
"11/16/2019","D2",40,"17:30","tank4","D2_H1","HW","heating","yes","Red",228,-1,"11/16/2019 17:30","week4","tank4_heating_yes_11/16/2019 17:30",21.56011516,"tank4_heating_yes_Red"
"11/16/2019","D2",40,"17:30","tank4","D2_H1","HNW","heating","no","Red",250,0,"11/16/2019 17:30","week4","tank4_heating_no_11/16/2019 17:30",21.49814845,"tank4_heating_no_Red"
"11/16/2019","D2",40,"17:30","tank3","D2_H2","HW","heating","yes","Red",228,-1,"11/16/2019 17:30","week4","tank3_heating_yes_11/16/2019 17:30",23.12128535,"tank3_heating_yes_Red"
"11/16/2019","D2",40,"17:30","tank3","D2_H2","HNW","heating","no","Red",231,1,"11/16/2019 17:30","week4","tank3_heating_no_11/16/2019 17:30",21.50693868,"tank3_heating_no_Red"
"11/16/2019","D2",40,"17:30","tank2","D2_C2","CW","control","yes","Red",230,0,"11/16/2019 17:30","week4","tank2_control_yes_11/16/2019 17:30",19.79415197,"tank2_control_yes_Red"
"11/16/2019","D2",40,"17:30","tank2","D2_C2","CNW","control","no","Red",225,-2,"11/16/2019 17:30","week4","tank2_control_no_11/16/2019 17:30",19.74633416,"tank2_control_no_Red"
"11/16/2019","D2",40,"17:30","tank1","D2_C1","CW","control","yes","Red",233,3,"11/16/2019 17:30","week4","tank1_control_yes_11/16/2019 17:30",19.44432495,"tank1_control_yes_Red"
"11/16/2019","D2",40,"17:30","tank1","D2_C1","CNW","control","no","Red",225,-1,"11/16/2019 17:30","week4","tank1_control_no_11/16/2019 17:30",18.8675985,"tank1_control_no_Red"
"11/17/2019","D3",40,"17:30","tank4","D3_H1","HW","heating","yes","Red",229,0,"11/17/2019 17:30","week4","tank4_heating_yes_11/17/2019 17:30",21.56011516,"tank4_heating_yes_Red"
"11/17/2019","D3",40,"17:30","tank4","D3_H1","HNW","heating","no","Red",NA,NA,"11/17/2019 17:30","week4","tank4_heating_no_11/17/2019 17:30",21.49814845,"tank4_heating_no_Red"
"11/17/2019","D3",40,"17:30","tank3","D3_H2","HW","heating","yes","Red",231,2,"11/17/2019 17:30","week4","tank3_heating_yes_11/17/2019 17:30",23.12128535,"tank3_heating_yes_Red"
"11/17/2019","D3",40,"17:30","tank3","D3_H2","HNW","heating","no","Red",232,4,"11/17/2019 17:30","week4","tank3_heating_no_11/17/2019 17:30",21.50693868,"tank3_heating_no_Red"
"11/17/2019","D3",40,"17:30","tank2","D3_C2","CW","control","yes","Red",230,2,"11/17/2019 17:30","week4","tank2_control_yes_11/17/2019 17:30",19.79415197,"tank2_control_yes_Red"
"11/17/2019","D3",40,"17:30","tank2","D3_C2","CNW","control","no","Red",225,-3,"11/17/2019 17:30","week4","tank2_control_no_11/17/2019 17:30",19.74633416,"tank2_control_no_Red"
"11/17/2019","D3",40,"17:30","tank1","D3_C1","CW","control","yes","Red",231,1,"11/17/2019 17:30","week4","tank1_control_yes_11/17/2019 17:30",19.44432495,"tank1_control_yes_Red"
"11/17/2019","D3",40,"17:30","tank1","D3_C1","CNW","control","no","Red",225,0,"11/17/2019 17:30","week4","tank1_control_no_11/17/2019 17:30",18.8675985,"tank1_control_no_Red"
"11/18/2019","D4",40,"17:30","tank4","D4_H1","HW","heating","yes","Red",27,0,"11/18/2019 17:30","week4","tank4_heating_yes_11/18/2019 17:30",21.56011516,"tank4_heating_yes_Red"
"11/18/2019","D4",40,"17:30","tank4","D4_H1","HNW","heating","no","Red",NA,NA,"11/18/2019 17:30","week4","tank4_heating_no_11/18/2019 17:30",21.49814845,"tank4_heating_no_Red"
"11/18/2019","D4",40,"17:30","tank3","D4_H2","HW","heating","yes","Red",28,1,"11/18/2019 17:30","week4","tank3_heating_yes_11/18/2019 17:30",23.12128535,"tank3_heating_yes_Red"
"11/18/2019","D4",40,"17:30","tank3","D4_H2","HNW","heating","no","Red",33,2,"11/18/2019 17:30","week4","tank3_heating_no_11/18/2019 17:30",21.50693868,"tank3_heating_no_Red"
"11/18/2019","D4",40,"17:30","tank2","D4_C2","CW","control","yes","Red",27,1,"11/18/2019 17:30","week4","tank2_control_yes_11/18/2019 17:30",19.79415197,"tank2_control_yes_Red"
"11/18/2019","D4",40,"17:30","tank2","D4_C2","CNW","control","no","Red",24,-1,"11/18/2019 17:30","week4","tank2_control_no_11/18/2019 17:30",19.74633416,"tank2_control_no_Red"
"11/18/2019","D4",40,"17:30","tank1","D4_C1","CW","control","yes","Red",32,4,"11/18/2019 17:30","week4","tank1_control_yes_11/18/2019 17:30",19.44432495,"tank1_control_yes_Red"
"11/18/2019","D4",40,"17:30","tank1","D4_C1","CNW","control","no","Red",25,0,"11/18/2019 17:30","week4","tank1_control_no_11/18/2019 17:30",18.8675985,"tank1_control_no_Red"
"11/19/2019","D5",40,"17:30","tank4","D5_H1","HW","heating","yes","Red",32,7,"11/19/2019 17:30","week4","tank4_heating_yes_11/19/2019 17:30",22.04304797,"tank4_heating_yes_Red"
"11/19/2019","D5",40,"17:30","tank4","D5_H1","HNW","heating","no","Red",NA,NA,"11/19/2019 17:30","week4","tank4_heating_no_11/19/2019 17:30",21.85340866,"tank4_heating_no_Red"
"11/19/2019","D5",40,"17:30","tank3","D5_H2","HW","heating","yes","Red",28,2,"11/19/2019 17:30","week4","tank3_heating_yes_11/19/2019 17:30",23.81420574,"tank3_heating_yes_Red"
"11/19/2019","D5",40,"17:30","tank3","D5_H2","HNW","heating","no","Red",33,3,"11/19/2019 17:30","week4","tank3_heating_no_11/19/2019 17:30",22.22735241,"tank3_heating_no_Red"
"11/19/2019","D5",40,"17:30","tank2","D5_C2","CW","control","yes","Red",29,3,"11/19/2019 17:30","week4","tank2_control_yes_11/19/2019 17:30",20.21209297,"tank2_control_yes_Red"
"11/19/2019","D5",40,"17:30","tank2","D5_C2","CNW","control","no","Red",25,0,"11/19/2019 17:30","week4","tank2_control_no_11/19/2019 17:30",20.18024897,"tank2_control_no_Red"
"11/19/2019","D5",40,"17:30","tank1","D5_C1","CW","control","yes","Red",30,5,"11/19/2019 17:30","week4","tank1_control_yes_11/19/2019 17:30",19.95399625,"tank1_control_yes_Red"
"11/19/2019","D5",40,"17:30","tank1","D5_C1","CNW","control","no","Red",25,0,"11/19/2019 17:30","week4","tank1_control_no_11/19/2019 17:30",19.40505168,"tank1_control_no_Red"
"11/15/2019","D1",40,"17:30","tank4","D1_H1","HW","heating","yes","Yellow",225,1,"11/15/2019 17:30","week4","tank4_heating_yes_11/15/2019 17:30",21.09649965,"tank4_heating_yes_Yellow"
"11/15/2019","D1",40,"17:30","tank4","D1_H1","HNW","heating","no","Yellow",232,-1,"11/15/2019 17:30","week4","tank4_heating_no_11/15/2019 17:30",20.97966059,"tank4_heating_no_Yellow"
"11/15/2019","D1",40,"17:30","tank3","D1_H2","HW","heating","yes","Yellow",240,5,"11/15/2019 17:30","week4","tank3_heating_yes_11/15/2019 17:30",22.697834,"tank3_heating_yes_Yellow"
"11/15/2019","D1",40,"17:30","tank3","D1_H2","HNW","heating","no","Yellow",227,0,"11/15/2019 17:30","week4","tank3_heating_no_11/15/2019 17:30",21.13232354,"tank3_heating_no_Yellow"
"11/15/2019","D1",40,"17:30","tank2","D1_C2","CW","control","yes","Yellow",227,1,"11/15/2019 17:30","week4","tank2_control_yes_11/15/2019 17:30",19.25957628,"tank2_control_yes_Yellow"
"11/15/2019","D1",40,"17:30","tank2","D1_C2","CNW","control","no","Yellow",224,1,"11/15/2019 17:30","week4","tank2_control_no_11/15/2019 17:30",19.24492149,"tank2_control_no_Yellow"
"11/15/2019","D1",40,"17:30","tank1","D1_C1","CW","control","yes","Yellow",228,-1,"11/15/2019 17:30","week4","tank1_control_yes_11/15/2019 17:30",18.85772214,"tank1_control_yes_Yellow"
"11/15/2019","D1",40,"17:30","tank1","D1_C1","CNW","control","no","Yellow",225,1,"11/15/2019 17:30","week4","tank1_control_no_11/15/2019 17:30",18.36853483,"tank1_control_no_Yellow"
"11/16/2019","D2",40,"17:30","tank4","D2_H1","HW","heating","yes","Yellow",226,1,"11/16/2019 17:30","week4","tank4_heating_yes_11/16/2019 17:30",21.56011516,"tank4_heating_yes_Yellow"
"11/16/2019","D2",40,"17:30","tank4","D2_H1","HNW","heating","no","Yellow",230,-1,"11/16/2019 17:30","week4","tank4_heating_no_11/16/2019 17:30",21.49814845,"tank4_heating_no_Yellow"
"11/16/2019","D2",40,"17:30","tank3","D2_H2","HW","heating","yes","Yellow",247,-3,"11/16/2019 17:30","week4","tank3_heating_yes_11/16/2019 17:30",23.12128535,"tank3_heating_yes_Yellow"
"11/16/2019","D2",40,"17:30","tank3","D2_H2","HNW","heating","no","Yellow",225,-1,"11/16/2019 17:30","week4","tank3_heating_no_11/16/2019 17:30",21.50693868,"tank3_heating_no_Yellow"
"11/16/2019","D2",40,"17:30","tank2","D2_C2","CW","control","yes","Yellow",226,-1,"11/16/2019 17:30","week4","tank2_control_yes_11/16/2019 17:30",19.79415197,"tank2_control_yes_Yellow"
"11/16/2019","D2",40,"17:30","tank2","D2_C2","CNW","control","no","Yellow",224,0,"11/16/2019 17:30","week4","tank2_control_no_11/16/2019 17:30",19.74633416,"tank2_control_no_Yellow"
"11/16/2019","D2",40,"17:30","tank1","D2_C1","CW","control","yes","Yellow",226,-2,"11/16/2019 17:30","week4","tank1_control_yes_11/16/2019 17:30",19.44432495,"tank1_control_yes_Yellow"
"11/16/2019","D2",40,"17:30","tank1","D2_C1","CNW","control","no","Yellow",225,0,"11/16/2019 17:30","week4","tank1_control_no_11/16/2019 17:30",18.8675985,"tank1_control_no_Yellow"
"11/17/2019","D3",40,"17:30","tank4","D3_H1","HW","heating","yes","Yellow",226,1,"11/17/2019 17:30","week4","tank4_heating_yes_11/17/2019 17:30",21.56011516,"tank4_heating_yes_Yellow"
"11/17/2019","D3",40,"17:30","tank4","D3_H1","HNW","heating","no","Yellow",231,-1,"11/17/2019 17:30","week4","tank4_heating_no_11/17/2019 17:30",21.49814845,"tank4_heating_no_Yellow"
"11/17/2019","D3",40,"17:30","tank3","D3_H2","HW","heating","yes","Yellow",250,6,"11/17/2019 17:30","week4","tank3_heating_yes_11/17/2019 17:30",23.12128535,"tank3_heating_yes_Yellow"
"11/17/2019","D3",40,"17:30","tank3","D3_H2","HNW","heating","no","Yellow",227,2,"11/17/2019 17:30","week4","tank3_heating_no_11/17/2019 17:30",21.50693868,"tank3_heating_no_Yellow"
"11/17/2019","D3",40,"17:30","tank2","D3_C2","CW","control","yes","Yellow",225,-1,"11/17/2019 17:30","week4","tank2_control_yes_11/17/2019 17:30",19.79415197,"tank2_control_yes_Yellow"
"11/17/2019","D3",40,"17:30","tank2","D3_C2","CNW","control","no","Yellow",223,0,"11/17/2019 17:30","week4","tank2_control_no_11/17/2019 17:30",19.74633416,"tank2_control_no_Yellow"
"11/17/2019","D3",40,"17:30","tank1","D3_C1","CW","control","yes","Yellow",226,0,"11/17/2019 17:30","week4","tank1_control_yes_11/17/2019 17:30",19.44432495,"tank1_control_yes_Yellow"
"11/17/2019","D3",40,"17:30","tank1","D3_C1","CNW","control","no","Yellow",225,1,"11/17/2019 17:30","week4","tank1_control_no_11/17/2019 17:30",18.8675985,"tank1_control_no_Yellow"
"11/18/2019","D4",40,"17:30","tank4","D4_H1","HW","heating","yes","Yellow",25,-1,"11/18/2019 17:30","week4","tank4_heating_yes_11/18/2019 17:30",21.56011516,"tank4_heating_yes_Yellow"
"11/18/2019","D4",40,"17:30","tank4","D4_H1","HNW","heating","no","Yellow",28,-5,"11/18/2019 17:30","week4","tank4_heating_no_11/18/2019 17:30",21.49814845,"tank4_heating_no_Yellow"
"11/18/2019","D4",40,"17:30","tank3","D4_H2","HW","heating","yes","Yellow",50,0,"11/18/2019 17:30","week4","tank3_heating_yes_11/18/2019 17:30",23.12128535,"tank3_heating_yes_Yellow"
"11/18/2019","D4",40,"17:30","tank3","D4_H2","HNW","heating","no","Yellow",26,1,"11/18/2019 17:30","week4","tank3_heating_no_11/18/2019 17:30",21.50693868,"tank3_heating_no_Yellow"
"11/18/2019","D4",40,"17:30","tank2","D4_C2","CW","control","yes","Yellow",27,0,"11/18/2019 17:30","week4","tank2_control_yes_11/18/2019 17:30",19.79415197,"tank2_control_yes_Yellow"
"11/18/2019","D4",40,"17:30","tank2","D4_C2","CNW","control","no","Yellow",23,0,"11/18/2019 17:30","week4","tank2_control_no_11/18/2019 17:30",19.74633416,"tank2_control_no_Yellow"
"11/18/2019","D4",40,"17:30","tank1","D4_C1","CW","control","yes","Yellow",24,-1,"11/18/2019 17:30","week4","tank1_control_yes_11/18/2019 17:30",19.44432495,"tank1_control_yes_Yellow"
"11/18/2019","D4",40,"17:30","tank1","D4_C1","CNW","control","no","Yellow",25,1,"11/18/2019 17:30","week4","tank1_control_no_11/18/2019 17:30",18.8675985,"tank1_control_no_Yellow"
"11/19/2019","D5",40,"17:30","tank4","D5_H1","HW","heating","yes","Yellow",24,0,"11/19/2019 17:30","week4","tank4_heating_yes_11/19/2019 17:30",22.04304797,"tank4_heating_yes_Yellow"
"11/19/2019","D5",40,"17:30","tank4","D5_H1","HNW","heating","no","Yellow",29,2,"11/19/2019 17:30","week4","tank4_heating_no_11/19/2019 17:30",21.85340866,"tank4_heating_no_Yellow"
"11/19/2019","D5",40,"17:30","tank3","D5_H2","HW","heating","yes","Yellow",50,0,"11/19/2019 17:30","week4","tank3_heating_yes_11/19/2019 17:30",23.81420574,"tank3_heating_yes_Yellow"
"11/19/2019","D5",40,"17:30","tank3","D5_H2","HNW","heating","no","Yellow",28,4,"11/19/2019 17:30","week4","tank3_heating_no_11/19/2019 17:30",22.22735241,"tank3_heating_no_Yellow"
"11/19/2019","D5",40,"17:30","tank2","D5_C2","CW","control","yes","Yellow",28,2,"11/19/2019 17:30","week4","tank2_control_yes_11/19/2019 17:30",20.21209297,"tank2_control_yes_Yellow"
"11/19/2019","D5",40,"17:30","tank2","D5_C2","CNW","control","no","Yellow",23,0,"11/19/2019 17:30","week4","tank2_control_no_11/19/2019 17:30",20.18024897,"tank2_control_no_Yellow"
"11/19/2019","D5",40,"17:30","tank1","D5_C1","CW","control","yes","Yellow",24,0,"11/19/2019 17:30","week4","tank1_control_yes_11/19/2019 17:30",19.95399625,"tank1_control_yes_Yellow"
"11/19/2019","D5",40,"17:30","tank1","D5_C1","CNW","control","no","Yellow",25,0,"11/19/2019 17:30","week4","tank1_control_no_11/19/2019 17:30",19.40505168,"tank1_control_no_Yellow"
"11/15/2019","D1",40,"17:30","tank4","D1_H1","HW","heating","yes","Black",223,0,"11/15/2019 17:30","week4","tank4_heating_yes_11/15/2019 17:30",21.09649965,"tank4_heating_yes_Black"
"11/15/2019","D1",40,"17:30","tank4","D1_H1","HNW","heating","no","Black",228,1,"11/15/2019 17:30","week4","tank4_heating_no_11/15/2019 17:30",20.97966059,"tank4_heating_no_Black"
"11/15/2019","D1",40,"17:30","tank3","D1_H2","HW","heating","yes","Black",222,-1,"11/15/2019 17:30","week4","tank3_heating_yes_11/15/2019 17:30",22.697834,"tank3_heating_yes_Black"
"11/15/2019","D1",40,"17:30","tank3","D1_H2","HNW","heating","no","Black",224,-1,"11/15/2019 17:30","week4","tank3_heating_no_11/15/2019 17:30",21.13232354,"tank3_heating_no_Black"
"11/15/2019","D1",40,"17:30","tank2","D1_C2","CW","control","yes","Black",226,2,"11/15/2019 17:30","week4","tank2_control_yes_11/15/2019 17:30",19.25957628,"tank2_control_yes_Black"
"11/15/2019","D1",40,"17:30","tank2","D1_C2","CNW","control","no","Black",224,-1,"11/15/2019 17:30","week4","tank2_control_no_11/15/2019 17:30",19.24492149,"tank2_control_no_Black"
"11/15/2019","D1",40,"17:30","tank1","D1_C1","CW","control","yes","Black",231,1,"11/15/2019 17:30","week4","tank1_control_yes_11/15/2019 17:30",18.85772214,"tank1_control_yes_Black"
"11/15/2019","D1",40,"17:30","tank1","D1_C1","CNW","control","no","Black",228,0,"11/15/2019 17:30","week4","tank1_control_no_11/15/2019 17:30",18.36853483,"tank1_control_no_Black"
"11/16/2019","D2",40,"17:30","tank4","D2_H1","HW","heating","yes","Black",224,1,"11/16/2019 17:30","week4","tank4_heating_yes_11/16/2019 17:30",21.56011516,"tank4_heating_yes_Black"
"11/16/2019","D2",40,"17:30","tank4","D2_H1","HNW","heating","no","Black",248,21,"11/16/2019 17:30","week4","tank4_heating_no_11/16/2019 17:30",21.49814845,"tank4_heating_no_Black"
"11/16/2019","D2",40,"17:30","tank3","D2_H2","HW","heating","yes","Black",224,1,"11/16/2019 17:30","week4","tank3_heating_yes_11/16/2019 17:30",23.12128535,"tank3_heating_yes_Black"
